ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,NUMERICCODE
10165.0,50.0,100.0,1.0,5344.5,2003-10-22 00:00:00,Shipped,4,10,2003,Trains,100,S18_3259,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,100
10177.0,29.0,100.0,11.0,3070.52,2003-11-07 00:00:00,Shipped,4,11,2003,Trains,100,S18_3259,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Medium,100
10185.0,49.0,80.67,11.0,3952.83,2003-11-14 00:00:00,Shipped,4,11,2003,Trains,100,S18_3259,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,Medium,xx
10196.0,35.0,100.0,3.0,3564.75,2003-11-26 00:00:00,Shipped,4,11,2003,Trains,100,S18_3259,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie,Medium,200
10208.0,48.0,100.0,11.0,5614.56,2004-01-02 00:00:00,Shipped,1,1,2004,Trains,100,S18_3259,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,100
10221.0,,80.67,5.0,1855.41,2004-02-18 00:00:00,Shipped,1,2,2004,Trains,100,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,200
10232.0,48.0,95.8,8.0,4598.4,2004-03-20 00:00:00,Shipped,1,3,2004,Trains,100,S18_3259,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,xx
10248.0,42.0,100.0,14.0,5082.42,2004-05-07 00:00:00,Cancelled,2,5,2004,Trains,100,S18_3259,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Medium,200
10273.0,47.0,100.0,15.0,5450.59,2004-07-21 00:00:00,Shipped,3,7,2004,Trains,100,S18_3259,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,200
10282.0,36.0,100.0,3.0,4174.92,2004-08-20 00:00:00,Shipped,3,8,2004,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,100
10293.0,22.0,100.0,6.0,2418.24,2004-09-09 00:00:00,Shipped,3,9,2004,Trains,100,S18_3259,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small,abc
10306.0,40.0,91.76,11.0,3670.4,2004-10-14 00:00:00,Shipped,4,10,2004,Trains,100,S18_3259,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,xx
10314.0,23.0,100.0,3.0,2481.7,2004-10-22 00:00:00,Shipped,4,10,2004,Trains,100,S18_3259,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,100
10326.0,32.0,100.0,6.0,3807.68,2004-11-09 00:00:00,Shipped,4,11,2004,Trains,100,S18_3259,"Volvo Model Replicas, Co",0921-12 3555,Berguvsven  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,abc
10336.0,21.0,100.0,7.0,2230.41,2004-11-20 00:00:00,Shipped,4,11,2004,Trains,100,S18_3259,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Small,abc
10350.0,41.0,93.04,2.0,3814.64,2004-12-02 00:00:00,Shipped,4,12,2004,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,abc
10372.0,25.0,84.71,5.0,2117.75,2005-01-26 00:00:00,Shipped,1,1,2005,Trains,100,S18_3259,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,100
10383.0,26.0,100.0,12.0,3340.48,2005-02-22 00:00:00,Shipped,1,2,2005,Trains,100,S18_3259,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,xx
10396.0,24.0,89.75,4.0,2154.0,2005-03-23 00:00:00,Shipped,1,3,2005,Trains,100,S18_3259,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,200
10414.0,48.0,100.0,14.0,5808.48,2005-05-06 00:00:00,On Hold,2,5,2005,Trains,100,S18_3259,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,,Yoshido,Juri,Medium,200
10108.0,26.0,68.35,9.0,1777.1,2003-03-03 00:00:00,Shipped,1,3,2003,Classic Cars,80,S18_3278,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,xx
10122.0,21.0,73.17,13.0,1536.57,2003-05-08 00:00:00,Shipped,2,5,2003,Classic Cars,80,S18_3278,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,abc
10135.0,45.0,78.0,10.0,3510.0,2003-07-02 00:00:00,Shipped,3,7,2003,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,xx
10147.0,36.0,86.04,10.0,3097.44,2003-09-05 00:00:00,Shipped,3,9,2003,Classic Cars,80,S18_3278,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,200
10159.0,21.0,81.21,5.0,1705.41,2003-10-10 00:00:00,Shipped,4,10,2003,Classic Cars,80,S18_3278,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Small,abc
10169.0,32.0,70.76,5.0,2264.32,2003-11-04 00:00:00,Shipped,4,11,2003,Classic Cars,80,S18_3278,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,abc
10181.0,30.0,82.82,17.0,2484.6,2003-11-12 00:00:00,Shipped,4,11,2003,Classic Cars,80,S18_3278,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small,xx
10191.0,36.0,94.88,6.0,3415.68,2003-11-20 00:00:00,Shipped,4,11,2003,Classic Cars,80,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,xx
10203.0,33.0,86.04,11.0,2839.32,2003-12-02 00:00:00,Shipped,4,12,2003,Classic Cars,80,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,200
10211.0,35.0,78.0,5.0,2730.0,2004-01-15 00:00:00,Shipped,1,1,2004,Classic Cars,80,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,200
10225.0,37.0,95.69,12.0,3540.53,2004-02-22 00:00:00,Shipped,1,2,2004,Classic Cars,80,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,xx
10238.0,41.0,73.17,6.0,2999.97,2004-04-09 00:00:00,Shipped,2,4,2004,Classic Cars,80,S18_3278,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,100
10252.0,20.0,76.39,2.0,1527.8,2004-05-26 00:00:00,Shipped,2,5,2004,Classic Cars,80,S18_3278,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Small,200
10265.0,45.0,86.84,2.0,3907.8,2004-07-02 00:00:00,Shipped,3,7,2004,Classic Cars,80,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,abc
10276.0,38.0,69.96,6.0,2658.48,2004-08-02 00:00:00,Shipped,3,8,2004,Classic Cars,80,S18_3278,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Small,abc
10287.0,43.0,70.76,15.0,3042.68,2004-08-30 00:00:00,Shipped,3,8,2004,Classic Cars,80,S18_3278,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,xx
10300.0,49.0,78.8,8.0,3861.2,2003-10-04 00:00:00,Shipped,4,10,2003,Classic Cars,80,S18_3278,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,xx
10310.0,27.0,80.41,13.0,2171.07,2004-10-16 00:00:00,Shipped,4,10,2004,Classic Cars,80,S18_3278,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small,abc
10319.0,46.0,73.98,1.0,3403.08,2004-11-03 00:00:00,Shipped,4,11,2004,Classic Cars,80,S18_3278,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee,Medium,xx
10329.0,38.0,59.1,10.0,2245.8,2004-11-15 00:00:00,Shipped,4,11,2004,Classic Cars,80,S18_3278,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai,Small,100
10342.0,25.0,66.74,5.0,1668.5,2004-11-24 00:00:00,Shipped,4,11,2004,Classic Cars,80,S18_3278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,100
10363.0,46.0,60.3,10.0,2773.8,2005-01-06 00:00:00,Shipped,1,1,2005,Classic Cars,80,S18_3278,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,xx
10378.0,22.0,100.0,4.0,2464.0,2005-02-10 00:00:00,Shipped,1,2,2005,Classic Cars,80,S18_3278,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,abc
10390.0,40.0,100.0,9.0,5491.6,2005-03-04 00:00:00,Shipped,1,3,2005,Classic Cars,80,S18_3278,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,100
10103.0,46.0,100.0,16.0,4791.82,2003-01-29 00:00:00,Shipped,1,1,2003,Vintage Cars,99,S18_3320,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,xx
10111.0,39.0,100.0,4.0,4178.85,2003-03-25 00:00:00,Shipped,1,3,2003,Vintage Cars,99,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Medium,200
10126.0,38.0,82.34,16.0,3128.92,2003-05-28 00:00:00,Shipped,2,5,2003,Vintage Cars,99,S18_3320,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,,28023,Spain,EMEA,Sommer,Mart》,Medium,abc
10139.0,30.0,100.0,5.0,3095.4,2003-07-16 00:00:00,Shipped,3,7,2003,Vintage Cars,99,S18_3320,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,100
10149.0,42.0,94.25,2.0,3958.5,2003-09-12 00:00:00,Shipped,3,9,2003,Vintage Cars,99,S18_3320,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,Medium,abc
10163.0,43.0,100.0,6.0,4991.44,2003-10-20 00:00:00,Shipped,4,10,2003,Vintage Cars,99,S18_3320,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria,Medium,abc
10173.0,29.0,95.24,4.0,2761.96,2003-11-05 00:00:00,Shipped,4,11,2003,Vintage Cars,99,S18_3320,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,xx
10182.0,33.0,86.31,1.0,2848.23,2003-11-12 00:00:00,Shipped,4,11,2003,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,xx
10193.0,32.0,79.37,5.0,2539.84,2003-11-21 00:00:00,Shipped,4,11,2003,Vintage Cars,99,S18_3320,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,xx
10206.0,28.0,87.3,11.0,2444.4,2003-12-05 00:00:00,Shipped,4,12,2003,Vintage Cars,99,S18_3320,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi,Small,xx
10215.0,41.0,100.0,8.0,4555.92,2004-01-29 00:00:00,Shipped,1,1,2004,Vintage Cars,99,S18_3320,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve,Medium,100
10227.0,33.0,100.0,1.0,3666.96,2004-03-02 00:00:00,Shipped,1,3,2004,Vintage Cars,99,S18_3320,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Medium,xx
10244.0,36.0,84.33,5.0,3035.88,2004-04-29 00:00:00,Shipped,2,4,2004,Vintage Cars,99,S18_3320,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,200
10257.0,26.0,89.29,5.0,2321.54,2004-06-14 00:00:00,Shipped,2,6,2004,Vintage Cars,99,S18_3320,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,Small,xx
10280.0,34.0,100.0,7.0,3474.46,2004-08-17 00:00:00,Shipped,3,8,2004,Vintage Cars,99,S18_3320,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium,xx
10290.0,26.0,96.23,2.0,2501.98,2004-09-07 00:00:00,Shipped,3,9,2004,Vintage Cars,99,S18_3320,Auto-Moto Classics Inc.,6175558428,16780 Pompton St.,,Brickhaven,MA,58339,USA,,Taylor,Leslie,Small,100
10304.0,38.0,100.0,11.0,3958.46,2004-10-11 00:00:00,Shipped,4,10,2004,Vintage Cars,99,S18_3320,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium,abc
10312.0,33.0,100.0,8.0,3535.95,2004-10-21 00:00:00,Shipped,4,10,2004,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,100
10323.0,33.0,91.27,2.0,3011.91,2004-11-05 00:00:00,Shipped,4,11,2004,Vintage Cars,99,S18_3320,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,abc
10333.0,46.0,100.0,2.0,11336.7,2004-11-18 00:00:00,Shipped,4,11,2004,Vintage Cars,99,S18_3320,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie,Large,100
10347.0,26.0,100.0,12.0,2656.94,2004-11-29 00:00:00,Shipped,4,11,2004,Vintage Cars,99,S18_3320,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,xx
10357.0,25.0,100.0,3.0,2604.25,2004-12-10 00:00:00,Shipped,4,12,2004,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Small,100
10369.0,45.0,73.08,4.0,3288.6,2005-01-20 00:00:00,Shipped,1,1,2005,Vintage Cars,99,S18_3320,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,200
10382.0,50.0,100.0,7.0,8935.5,2005-02-17 00:00:00,Shipped,1,2,2005,Vintage Cars,99,S18_3320,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,200
10392.0,36.0,100.0,1.0,4035.96,2005-03-10 00:00:00,Shipped,1,3,2005,Vintage Cars,99,S18_3320,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium,abc
10423.0,21.0,89.29,5.0,1875.09,2005-05-30 00:00:00,In Process,2,5,2005,Vintage Cars,99,S18_3320,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,,Bruxelles,,B-1180,Belgium,EMEA,Dewey,Catherine,Small,xx
10108.0,29.0,100.0,8.0,4049.56,2003-03-03 00:00:00,Shipped,1,3,2003,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,xx
10122.0,21.0,100.0,12.0,2469.39,2003-05-08 00:00:00,Shipped,2,5,2003,Classic Cars,146,S18_3482,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small,200
10135.0,42.0,100.0,9.0,5432.7,2003-07-02 00:00:00,Shipped,3,7,2003,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Medium,100
10147.0,37.0,100.0,9.0,4405.22,2003-09-05 00:00:00,Shipped,3,9,2003,Classic Cars,146,S18_3482,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,Medium,abc
10159.0,25.0,100.0,4.0,3638.0,2003-10-10 00:00:00,Shipped,4,10,2003,Classic Cars,146,S18_3482,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,Medium,100
10169.0,36.0,100.0,4.0,4444.92,2003-11-04 00:00:00,Shipped,4,11,2003,Classic Cars,146,S18_3482,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,abc
10181.0,22.0,100.0,16.0,3395.48,2003-11-12 00:00:00,Shipped,4,11,2003,Classic Cars,146,S18_3482,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,abc
10191.0,23.0,100.0,5.0,3414.58,2003-11-20 00:00:00,Shipped,4,11,2003,Classic Cars,146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,xx
10203.0,32.0,100.0,10.0,5127.04,2003-12-02 00:00:00,Shipped,4,12,2003,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,abc
10211.0,28.0,100.0,4.0,3745.28,2004-01-15 00:00:00,Shipped,1,1,2004,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,abc
10225.0,27.0,100.0,11.0,4564.08,2004-02-22 00:00:00,Shipped,1,2,2004,Classic Cars,146,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,abc
10238.0,49.0,100.0,5.0,6554.24,2004-04-09 00:00:00,Shipped,2,4,2004,Classic Cars,146,S18_3482,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium,xx
10252.0,41.0,100.0,1.0,6749.83,2004-05-26 00:00:00,Shipped,2,5,2004,Classic Cars,146,S18_3482,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,100
10265.0,49.0,100.0,1.0,8427.02,2004-07-02 00:00:00,Shipped,3,7,2004,Classic Cars,146,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Large,100
10276.0,30.0,100.0,5.0,3924.6,2004-08-02 00:00:00,Shipped,3,8,2004,Classic Cars,146,S18_3482,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel,Medium,200
10287.0,40.0,100.0,14.0,6761.6,2004-08-30 00:00:00,Shipped,3,8,2004,Classic Cars,146,S18_3482,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium,abc
10300.0,23.0,100.0,7.0,,2003-10-04 00:00:00,Shipped,4,10,2003,Classic Cars,146,S18_3482,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,xx
10310.0,49.0,100.0,12.0,6266.12,2004-10-16 00:00:00,Shipped,4,10,2004,Classic Cars,146,S18_3482,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,xx
10320.0,25.0,100.0,5.0,3491.0,2004-11-03 00:00:00,Shipped,4,11,2004,Classic Cars,146,S18_3482,"Volvo Model Replicas, Co",0921-12 3555,Berguvsven  8,,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,xx
10330.0,37.0,100.0,3.0,4405.22,2004-11-16 00:00:00,Shipped,4,11,2004,Classic Cars,146,S18_3482,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,abc
10342.0,55.0,100.0,7.0,6548.3,2004-11-24 00:00:00,Shipped,4,11,2004,Classic Cars,146,S18_3482,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,100
10355.0,23.0,100.0,7.0,3177.91,2004-12-07 00:00:00,Shipped,4,12,2004,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,100
10363.0,24.0,100.0,11.0,4142.64,2005-01-06 00:00:00,Shipped,1,1,2005,Classic Cars,146,S18_3482,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,200
10378.0,43.0,96.49,10.0,4149.07,2005-02-10 00:00:00,Shipped,1,2,2005,Classic Cars,146,S18_3482,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,100
10390.0,50.0,100.0,1.0,7397.0,2005-03-04 00:00:00,Shipped,1,3,2005,Classic Cars,146,S18_3482,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,Large,200
10109.0,47.0,100.0,2.0,6241.6,2003-03-10 00:00:00,Shipped,1,3,2003,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,Medium,200
10123.0,34.0,100.0,4.0,5331.88,2003-05-20 00:00:00,Shipped,2,5,2003,Classic Cars,141,S18_3685,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,,44000,France,EMEA,Schmitt,Carine,Medium,abc
10137.0,31.0,100.0,4.0,5124.3,2003-07-10 00:00:00,Shipped,3,7,2003,Classic Cars,141,S18_3685,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,200
10148.0,28.0,100.0,11.0,3639.44,2003-09-11 00:00:00,Shipped,3,9,2003,Classic Cars,141,S18_3685,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,200
10161.0,36.0,100.0,10.0,5544.0,2003-10-17 00:00:00,Shipped,4,10,2003,Classic Cars,141,S18_3685,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,100
10172.0,48.0,100.0,8.0,5493.12,2003-11-05 00:00:00,Shipped,4,11,2003,Classic Cars,141,S18_3685,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,Medium,xx
10181.0,39.0,100.0,4.0,5785.26,2003-11-12 00:00:00,Shipped,4,11,2003,Classic Cars,141,S18_3685,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,200
10192.0,45.0,100.0,9.0,5340.6,2003-11-20 00:00:00,Shipped,4,11,2003,Classic Cars,141,S18_3685,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,Medium,100
10204.0,35.0,100.0,15.0,5735.8,2003-12-02 00:00:00,Shipped,4,12,2003,Classic Cars,141,S18_3685,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,Medium,100
10212.0,45.0,100.0,8.0,6357.6,2004-01-16 00:00:00,Shipped,1,1,2004,Classic Cars,141,S18_3685,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,100
10226.0,46.0,100.0,6.0,7343.9,2004-02-26 00:00:00,Shipped,1,2,2004,Classic Cars,141,S18_3685,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,Large,100
